location	phenotype	pheno_mim	inherit	mapping_key	gene_related	gene_mim	annovar_gene
19q13.11	Bradyopsia	608415	None	3	RGS9BP	607814	RGS9BP
7q32.1	"Muscular dystrophy, limb-girdle, type 1F"	608423	AD	3	TNPO3	610032	TNPO3
19p13.12	"Mental retardation, autosomal recessive 3"	608443	AR	3	CC2D1A	610055	CC2D1A
1p32.3	"{Myocardial infarction, susceptibility to}"	608446	None	3	LRP8	602600	LRP8
1p22.1	"{Myocardial infarction, susceptibility to}"	608446	None	3	GCLM	601176	GCLM
1q25.1	"{Myocardial infarction, susceptibility to}"	608446	None	3	TNFSF4	603594	TNFSF4
6p25.1	"{Myocardial infarction, protection against}"	608446	None	3	F13A1	134570	F13A1
6p21.33	"{Myocardial infarction, susceptibility to}"	608446	None	3	LTA	153440	LTA
6p12.1	"{Myocardial infarction, susceptibility to}"	608446	None	3	GCLC	606857	GCLC
6q25.1-q25.2	"{Myocardial infarction, susceptibility to}"	608446	None	3	ESR1	133430	ESR1
12p13.2	"{Myocardial infarction, susceptibility to}"	608446	None	3	OLR1	602601	OLR1
13q34	"{Myocardial infarction, decreased susceptibility to}"	608446	None	3	F7	613878	F7
14q13.2	"{Myocardial infarction, susceptibility to}"	608446	None	3	PSMA6	602855	PSMA6
17q21.32	"{Myocardial infarction, susceptibility to}"	608446	None	3	ITGB3	173470	ITGB3
22q12.1	"{Myocardial infarction, susceptibility to}"	608446	None	3	MIAT	611082	MIAT
22q13.1	"{Myocardial infarction, susceptibility to}"	608446	None	3	LGALS2	150571	LGALS2
1p34.1	"Adenomas, multiple colorectal"	608456	AR	3	MUTYH	604933	MUTYH
5q31.1	"Corneal dystrophy, Reis-Bucklers type"	608470	None	3	TGFBI	601692	TGFBI
5q31.1	"Corneal dystrophy, lattice type IIIA"	608471	AD	3	TGFBI	601692	TGFBI
6p21.31	{Major depressive disorder and accelerated response to antidepressant drug treatment}	608516	None	3	FKBP5	602623	FKBP5
12q21.1	"{Unipolar depression, susceptibility to}"	608516	None	3	TPH2	607478	TPH2
13q14.2	"{Seasonal affective disorder, susceptibility to}"	608516	None	3	HTR2A	182135	HTR2A
13q14.2	"{Major depressive disorder, response to citalopram therapy in}"	608516	None	3	HTR2A	182135	HTR2A
16p13.3	"Congenital disorder of glycosylation, type Ik"	608540	AR	3	ALG1	605907	ALG1
1p36.22	Leber congenital amaurosis 9	608553	AR	3	NMNAT1	608700	NMNAT1
1q41	"{Legionnaire disease, susceptibility to}"	608556	None	3	TLR5	603031	TLR5
14q24.3	"Deafness, autosomal recessive 35"	608565	AR	3	ESRRB	602167	ESRRB
3p22.2	Sick sinus syndrome 1	608567	AR	3	SCN5A	600163	SCN5A
12p12.1	"Cardiomyopathy, dilated, 1O"	608569	None	3	ABCC9	601439	ABCC9
18q23	Burn-McKeown syndrome	608572	AR	3	TXNL4A	611595	TXNL4A
6p22.1	"{Hypersensitivity syndrome, carbamazepine-induced, susceptibility to}"	608579	None	3	HLA-A	142800	HLA-A
6p21.33	"{Toxic epidermal necrolysis, susceptibility to}"	608579	None	3	HLA-B	142830	HLA-B
6p21.33	"{Stevens-Johnson syndrome, susceptibility to}"	608579	None	3	HLA-B	142830	HLA-B
7p14.3	"{Asthma, susceptibility to, 2}"	608584	None	3	NPSR1	608595	NPSR1
9q34.3	"Lipodystrophy, congenital generalized, type 1"	608594	AR	3	AGPAT2	603100	AGPAT2
2p11.2	?Ribose 5-phosphate isomerase deficiency	608611	AR	3	RPIA	180430	RPIA
1p34.2	Mandibuloacral dysplasia with type B lipodystrophy	608612	AR	3	ZMPSTE24	606480	ZMPSTE24
17q24.1	Oligodontia-colorectal cancer syndrome	608615	AD	3	AXIN2	604025	AXIN2
5q35.1	"{Hypertension, diastolic, resistance to}"	608622	AD	3	KCNMB1	603951	KCNMB1
20q13.32	Amyotrophic lateral sclerosis 8	608627	AD	3	VAPB	605704	VAPB
6q23.3	Joubert syndrome 3	608629	AR	3	AHI1	608894	AHI1
7q11.23	"Neuropathy, distal hereditary motor, type IIB"	608634	AD	3	HSPB1	602195	HSPB1
8q22.3	"Deafness, autosomal dominant 28"	608641	AD	3	GRHL2	608576	GRHL2
7p12.2-p12.1	Aromatic L-amino acid decarboxylase deficiency	608643	AR	3	DDC	107930	DDC
5p15.2	"Ciliary dyskinesia, primary, 3, with or without situs inversus"	608644	None	3	DNAH5	603335	DNAH5
16q22.2	"Ciliary dyskinesia, primary, 5"	608647	AR	3	HYDIN	610812	HYDIN
9q34.11	Ichthyosis prematurity syndrome	608649	None	3	SLC27A4	604194	SLC27A4
1p13.2	"Neuropathy, hereditary sensory and autonomic, type V"	608654	AR	3	NGF	162030	NGF
12q24.23	"Charcot-Marie-Tooth disease, axonal, type 2L"	608673	AD	3	HSPB8	608014	HSPB8
15q26.1	"Spondylocostal dysostosis 2, autosomal recessive"	608681	None	3	MESP2	605195	MESP2
2q35	AICA-ribosiduria due to ATIC deficiency	608688	AR	3	ATIC	601731	ATIC
19p13.3	"{Lipodystrophy, partial, acquired, susceptibility to}"	608709	AD	3	LMNB2	150341	LMNB2
1q31.3	"Microcephaly 5, primary, autosomal recessive"	608716	AR	3	ASPM	605481	ASPM
2p24.1	?Spondyloepimetaphyseal dysplasia	608728	AR	3	MATN3	602109	MATN3
12q23.2	Growth retardation with deafness and mental retardation due to IGF1 deficiency	608747	AR	3	IGF1	147440	IGF1
3p21.31	"Cardiomyopathy, hypertrophic, 8"	608751	AD	3	MYL3	160790	MYL3
12q24.11	"Cardiomyopathy, hypertrophic, 10"	608758	AD	3	MYL2	160781	MYL2
13q21	Spinocerebellar ataxia 8	608768	AD	3	ATXN8	613289
13q21.33	Spinocerebellar ataxia 8	608768	AD	3	ATXN8OS	603680	ATXN8OS
11q23.1	"Congenital disorder of glycosylation, type Il"	608776	AR	3	ALG9	606941	ALG9
16p12.2	"Congenital disorder of glycosylation, type IIe"	608779	None	3	COG7	606978	COG7
8q22.1	Pyruvate dehydrogenase phosphatase deficiency	608782	AR	3	PDP1	605993	PDP1
20q13.13	"Congenital disorder of glycosylation, type Ie"	608799	AR	3	DPM1	603503	DPM1
6q22.1	Sudden infant death with dysgenesis of the testes syndrome	608800	AR	3	TSPYL1	604714	TSPYL1
1q42.13	"Leukodystrophy, hypomyelinating, 2"	608804	AR	3	GJC2	608803	GJC2
12q13.11	Avascular necrosis of the femoral head	608805	AD	3	COL2A1	120140	COL2A1
2q31.2	"Muscular dystrophy, limb-girdle, type 2J"	608807	AR	3	TTN	188840	TTN
12q24.21	"Transposition of the great arteries, dextro-looped 1"	608808	AD	3	MED13L	608771	MED13L
11q23.1	"Myopathy, myofibrillar, 2"	608810	AD	3	CRYAB	123590	CRYAB
9q22.33	"{Colorectal cancer, susceptibility to, 1}"	608812	None	3	GALNT12	610290	GALNT12
1p32.3	"CPT II deficiency, lethal neonatal"	608836	AR	3	CPT2	600650	CPT2
17p13.1	Carney complex variant	608837	None	3	MYH8	160741	MYH8
22q12.3	"Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6"	608840	AR	3	LARGE	603590	LARGE
1q32.2	{Orofacial cleft 6}	608864	IC	3	IRF6	607199	IRF6
4p16.2	Orofacial cleft 5	608874	None	3	MSX1	142983	MSX1
1p34.2	Stomatin-deficient cryohydrocytosis with neurologic defects	608885	AD	3	SLC2A1	138140	SLC2A1
8q11.21	"Waardenburg syndrome, type 2D"	608890	AR	3	SNAI2	602150	SNAI2
14q32.12	"Neuropathy, hereditary, with or without age-related macular degeneration"	608895	AD	3	FBLN5	604580	FBLN5
14q32.12	"Macular degeneration, age-related, 3"	608895	AD	3	FBLN5	604580	FBLN5
17q25.1	"Hemophagocytic lymphohistiocytosis, familial, 3"	608898	None	3	UNC13D	608897	UNC13D
3q21.1-q21.2	"{Coronary heart disease, susceptibility to, 5}"	608901	None	3	KALRN	604605	KALRN
22q13.2	{Codeine sensitivity}	608902	AR	3	CYP2D6	124030	CYP2D6
22q13.2	{Debrisoquine sensitivity}	608902	AR	3	CYP2D6	124030	CYP2D6
19p13.3	"{Alzheimer disease 9, susceptibility to}"	608907	AD	3	ABCA7	605414	ABCA7
22q13.33	Myopia 6	608908	AD	3	SCO2	604272	SCO2
2q31.1	"Myasthenic syndrome, congenital, 1B, fast-channel"	608930	AD	3	CHRNA1	100690	CHRNA1
17p13.2	"Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency"	608931	AR	3	CHRNE	100725	CHRNE
3q29	Spondylometaphyseal dysplasia with cone-rod dystrophy	608940	AR	3	PCYT1A	123695	PCYT1A
2p11.2	"CD8 deficiency, familial"	608957	AR	3	CD8A	186910	CD8A
1q31.3-q32.1	"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive"	608971	AR	3	PTPRC	151460	PTPRC
5p13.2	"Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type"	608971	AR	3	IL7R	146661	IL7R
11p13	Meacham syndrome	608978	None	3	WT1	607102	WT1
9p22.3	Bifid nose with or without anorectal and renal anomalies	608980	None	3	FREM1	608944	FREM1
8p11.21	"Ataxia, sensory, 1, autosomal dominant"	608984	AD	3	RNF170	614649	RNF170
3q22.3	Premature ovarian failure 3	608996	AD	3	FOXL2	605597	FOXL2
1p36.31	"Deafness, autosomal recessive 36"	609006	AR	3	ESPN	606351	ESPN
2p23.3	Trifunctional protein deficiency	609015	AR	3	HADHA	600890	HADHA
2p23.3	Trifunctional protein deficiency	609015	AR	3	HADHB	143450	HADHB
2p23.3	LCHAD deficiency	609016	AR	3	HADHA	600890	HADHA
2p23.3	"HELLP syndrome, maternal, of pregnancy"	609016	AR	3	HADHA	600890	HADHA
2p23.3	"Fatty liver, acute, of pregnancy"	609016	AR	3	HADHA	600890	HADHA
11p13	"[Blood group, Indian system]"	609027	None	3	CD44	107269	CD44
1q32.3	"Ataxia, posterior column, with retinitis pigmentosa"	609033	AR	3	FLVCR1	609144	FLVCR1
12p11.21	Arrhythmogenic right ventricular dysplasia 9	609040	AD	3	PKP2	602861	PKP2
12q14.1	"{Melanoma, cutaneous malignant, 3}"	609048	AD	3	CDK4	123829	CDK4
3p21.31	Pierson syndrome	609049	AR	3	LAMB2	150325	LAMB2
15q26.1	"Fanconi anemia, complementation group I"	609053	AR	3	FANCI	611360	FANCI
17q23.2	"Fanconi anemia, complementation group J"	609054	None	3	BRIP1	605882	BRIP1
2p11.2	Salt and pepper developmental regression syndrome	609056	AR	3	SIAT9	604402	ST3GAL5
11p15.5	Nephropathy with pretibial epidermolysis bullosa and deafness	609057	None	3	CD151	602243	CD151
3q25.32	Combined oxidative phosphorylation deficiency 1	609060	AR	3	GFM1	606639	GFM1
10p12.2	Pancreatic and cerebellar agenesis	609069	AR	3	PTF1A	607194	PTF1A
1q42.2	"[Hemoglobin, high altitude adaptation]"	609070	AD	3	EGLN1	606425	EGLN1
4q21.22	"Muscular dystrophy, limb-girdle, type 1G"	609115	AD	3	HNRNPDL	607137	HNRNPDL
13q21.2	"Auditory neuropathy, autosomal dominant, 1"	609129	AD	3	DIAPH3	614567	DIAPH3
7q11.21	"{Aplastic anemia, susceptibility to}"	609135	None	3	SBDS	607444	SBDS
8q21.3	Aplastic anemia	609135	None	3	NBN	602667	NBN
10q22.1	Aplastic anemia	609135	None	3	PRF1	170280	PRF1
12q15	{Aplastic anemia}	609135	None	3	IFNG	147570	IFNG
22q13.1	PCWH syndrome	609136	AD	3	SOX10	602229	SOX10
1p34.3	"Corneal dystrophy, posterior polymorphous 2"	609140	AD	3	COL8A2	120252	COL8A2
10p11.22	"Corneal dystrophy, posterior polymorphous, 3"	609141	None	3	ZEB1	189909	ZEB1
6p21.33	"{Malaria, mild, susceptibility to}"	609148	None	3	NCR3	611550	NCR3
14q31.1	"Hyperthyroidism, nonautoimmune"	609152	AD	3	TSHR	603372	TSHR
5q13.3	"Striatal degeneration, autosomal dominant"	609161	AD	3	PDE8B	603390	PDE8B
12q13.11	Czech dysplasia	609162	AD	3	COL2A1	120140	COL2A1
17q21.2	Ichthyosis with confetti	609165	AD	3	KRT10	148080	KRT10
17p13.1	"Congenital disorder of glycosylation, type If"	609180	AR	3	MPDU1	604041	MPDU1
9q22.33	Loeys-Dietz syndrome 1	609192	AD	3	TGFBR1	190181	TGFBR1
12q13.3	"Spastic paraplegia 26, autosomal recessive"	609195	AR	3	B4GALNT1	601873	B4GALNT1
5q31.2	"Myopathy, myofibrillar, 3"	609200	AD	3	MYOT	604103	MYOT
16q23.3	"Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis"	609218	AR	3	SLC38A8	615585	SLC38A8
3q24	Bruck syndrome 2	609220	AR	3	PLOD2	601865	PLOD2
2q37.3	"Griscelli syndrome, type 3"	609227	AR	3	MLPH	606526	MLPH
22q13.2	"Schindler disease, type I"	609241	AR	3	NAGA	104170	NAGA
22q13.2	"Schindler disease, type III"	609241	AR	3	NAGA	104170	NAGA
22q13.2	Kanzaki disease	609242	AR	3	NAGA	104170	NAGA
3q13.33	Senior-Loken syndrome 5	609254	AR	3	IQCB1	609237	IQCB1
1p36.22	"Charcot-Marie-Tooth disease, axonal, type 2A2A"	609260	AD	3	MFN2	608507	MFN2
22q12.1	Li-Fraumeni syndrome	609265	None	3	CHEK2	604373	CHEK2
11p15.4	"Spinocerebellar ataxia, autosomal recessive 7"	609270	AR	3	TPP1	607998	TPP1
15q22.31	"Nemaline myopathy 6, autosomal dominant"	609273	AD	3	KBTBD13	613727	KBTBD13
4q35.1	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2"	609283	AD	3	SLC25A4	103220	SLC25A4
1q21.3	"Nemaline myopathy 1, autosomal dominant or recessive"	609284	AD	3	TPM3	191030	TPM3
1q21.3	CAP myopathy 1	609284	AD	3	TPM3	191030	TPM3
9p13.3	CAP myopathy 2	609285	AD	3	TPM2	190990	TPM2
9p13.3	"Nemaline myopathy 4, autosomal dominant"	609285	AD	3	TPM2	190990	TPM2
10q24.31	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3"	609286	AD	3	TWNK	606075	C10orf2
11p15.5	"Epileptic encephalopathy, early infantile, 3"	609304	AR	3	SLC25A22	609302	SLC25A22
19p13.3	?Spinocerebellar ataxia 26	609306	AD	3	EEF2	130610	EEF2
13q33.1	Spinocerebellar ataxia 27	609307	AD	3	FGF14	601515	FGF14
9q34.13	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1"	609308	AR	3	POMT1	607423	POMT1
3p22.2	"Colorectal cancer, hereditary nonpolyposis, type 2"	609310	None	3	MLH1	120436	MLH1
12p11.21	"Charcot-Marie-Tooth disease, type 4H"	609311	AR	3	FGD4	611104	FGD4
7q22.1	MEDNIK syndrome	609313	AR	3	AP1S1	603531	AP1S1
22q11.23	"Rhabdoid tumors, somatic"	609322	None	3	SMARCB1	601607	SMARCB1
22q11.23	{Rhabdoid tumor predisposition syndrome 1}	609322	AD	3	SMARCB1	601607	SMARCB1
3p25.2	Carotid intimal medial thickness 1	609338	None	3	PPARG	601487	PPARG
14q22.1	"Spastic paraplegia 28, autosomal recessive"	609340	AR	3	DDHD1	614603	DDHD1
12q13.13	Epidermolysis bullosa simplex-MCR	609352	None	3	KRT5	148040	KRT5
10q22.1	Preeclampsia/eclampsia 4	609404	None	3	STOX1	609397	STOX1
1q32.1	"{HIV-1, susceptibility to}"	609423	None	3	IL10	124092	IL10
2q35	"{AIDS, slow progression to}"	609423	None	3	CXCR1	146929	CXCR1
3p22.2	{Rapid progression to AIDS from HIV1 infection}	609423	None	3	CX3CR1	601470	CX3CR1
4q35.1	"{HIV1 infection, resistance to}"	609423	None	3	TLR3	603029	TLR3
6p21.33	"{HIV-1 viremia, susceptibility to}"	609423	None	3	HLA-C	142840	HLA-C
10q11.21	"{AIDS, resistance to}"	609423	None	3	CXCL12	600835	CXCL12
12q15	"{AIDS, rapid progression to}"	609423	None	3	IFNG	147570	IFNG
16p12.1	"{AIDS, slow progression to}"	609423	None	3	IL4R	147781	IL4R
17q11.2	"{HIV/AIDS, susceptibility to}"	609423	None	3	CCL3L1	601395	CCL3L1
17q12	"{HIV-1, resistance to}"	609423	None	3	CCL2	158105	CCL2
17q12	"{HIV1, resistance to}"	609423	None	3	CCL11	601156	CCL11
19p13.2	"{HIV type 1, susceptibility to}"	609423	None	3	CD209	604672	CD209
19q13.42	"{AIDS, delayed/rapid progression to}"	609423	None	3	KIR3DL1	604946	KIR3DL1
17p13.3	"Syndactyly, mesoaxial synostotic, with phalangeal reduction"	609432	AR	3	BHLHA9	615416	BHLHA9
15q25.1	"Deafness, autosomal recessive 48"	609439	AR	3	CIB2	605564	CIB2
4q22.3	"Acromesomelic dysplasia, Demirhan type"	609441	AR	3	BMPR1B	603248	BMPR1B
10q22.3	"Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy"	609446	AD	3	KCNMA1	600150	KCNMA1
10q23.2	"Myopathy, myofibrillar, 4"	609452	AD	3	LDB3	605906	LDB3
10q22.1	Goldberg-Shprintzen megacolon syndrome	609460	AR	3	KIAA1279	609367	KIAA1279
12q13.11	"Stickler sydrome, type I, nonsyndromic ocular"	609508	AD	3	COL2A1	120140	COL2A1
7q32.1	"Myopathy, myofibrillar, 5"	609524	AD	3	FLNC	102565	FLNC
22q11.21	"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome"	609528	AR	3	SNAP29	604202	SNAP29
17p11.2	Immunoglobulin A deficiency 2	609529	None	3	TNFRSF13B	604907	TNFRSF13B
1q31.3-q32.1	"{Hepatitis C virus, susceptibility to}"	609532	None	3	PTPRC	151460	PTPRC
3p21.31	"{Hepatitis C virus, resistance to}"	609532	None	3	CCR5	601373	CCR5
12q15	"{Hepatitis C virus, response to therapy of}"	609532	None	3	IFNG	147570	IFNG
19q13.2	"{Hepatitis C virus infection, response to therapy of}"	609532	None	3	IFNL3	607402	IFNL3
10q21.1	"Deafness, autosomal recessive 23"	609533	AR	3	PCDH15	605514	PCDH15
10q23.33	Omeprazole poor metabolizer	609535	AR	3	CYP2C	124020	CYP2C19
10q23.33	Mephenytoin poor metabolizer	609535	AR	3	CYP2C	124020	CYP2C19
10q23.33	"Clopidogrel, impaired responsiveness to"	609535	AR	3	CYP2C	124020	CYP2C19
10q23.33	Proguanil poor metabolizer	609535	AR	3	CYP2C	124020	CYP2C19
9q33.2	C5 deficiency	609536	None	3	C5	120900	C5
11q13.2	"Spastic paraplegia, optic atrophy, and neuropathy"	609541	AR	3	KLC2	611729	KLC2
11q23.3	Nanophthalmos 2	609549	None	3	MFRP	606227	MFRP
16q21	Mitochondrial DNA depletion syndrome 2 (myopathic type)	609560	AR	3	TK2	188250	TK2
10q26.13	"Scaphocephaly, maxillary retrusion, and mental retardation"	609579	None	3	FGFR2	176943	FGFR2
2q13	Joubert syndrome 4	609583	AR	3	NPHP1	607100	NPHP1
11p11.2	Parietal foramina 2	609597	AD	3	ALX4	605420	ALX4
7q36.1	Short QT syndrome 1	609620	None	3	KCNH2	152427	KCNH2
11p15.5-p15.4	Short QT syndrome 2	609621	AD	3	KCNQ1	607542	KCNQ1
17q24.3	Short QT syndrome 3	609622	None	3	KCNJ2	600681	KCNJ2
18p11.31	Majeed syndrome	609628	None	3	LPIN2	605519	LPIN2
2q24.3	"Migraine, familial hemiplegic, 3"	609634	AD	3	SCN1A	182389	SCN1A
13q32.3	Holoprosencephaly 5	609637	AD	3	ZIC2	603073	ZIC2
6p24.3	"Epidermolysis bullosa, lethal acantholytic"	609638	AR	3	DSP	125647	DSP
3q13.33	"Deafness, autosomal recessive 42"	609646	AR	3	ILDR1	609739	ILDR1
9q22.2	"Thyroid hormone metabolism, abnormal"	609698	None	3	SECISBP2	607693	SECISBP2
6p21.32	"Deafness, autosomal recessive 53"	609706	AR	3	COL11A2	120290	COL11A2
2p23.3	"Obesity, adrenal insufficiency, and red hair due to POMC deficiency"	609734	None	3	POMC	176830	POMC
22q11.23	Cataract 22	609741	AD	3	CRYBB3	123630	CRYBB3
19p13.11	"{Celiac disease, susceptibility to, 4}"	609753	None	3	MYO9B	602129	MYO9B
2q33.2	"{Celiac disease, susceptibility to, 3}"	609755	None	3	CTLA4	123890	CTLA4
15q15.2	Peeling skin syndrome 2	609796	AR	3	TGM5	603805	TGM5
9q34.13	"Maturity-onset diabetes of the young, type VIII"	609812	AD	3	CEL	114840	CEL
7p22.3	"?Spondylocostal dysostosis 3, autosomal recessive"	609813	None	3	LFNG	602576	LFNG
1q31.3	Complement factor H deficiency	609814	AD	3	CFH	134370	CFH
1q42.2	"Erythrocytosis, familial, 3"	609820	AD	3	EGLN1	606425	EGLN1
3q25.1	"Bleeding disorder, platelet-type, 8"	609821	AR	3	P2RY12	600515	P2RY12
22q13.1	"Deafness, autosomal recessive 28"	609823	AR	3	TRIOBP	609761	TRIOBP
16p12.3	Glomerulocystic kidney disease with hyperuricemia and isosthenuria	609886	None	3	UMOD	191845	UMOD
5q22.1	"Glaucoma 1, open angle, G"	609887	None	3	WDR36	609669	WDR36
11p12	"Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity"	609889	None	3	RAG1	179615	RAG1
6q22.31	"Cardiomyopathy, dilated, 1P"	609909	None	3	PLN	172405	PLN
9p21.1	Retinitis pigmentosa 31	609923	None	3	TOPORS	609507	TOPORS
3p21.2	Aminoacylase 1 deficiency	609924	AR	3	ACY1	104620	ACY1
12p12.1	Noonan syndrome 3	609942	AD	3	KRAS	190070	KRAS
19p13.2	"Hyperinsulinemic hypoglycemia, familial, 5"	609968	AD	3	INSR	147670	INSR
4q25	"Hyperinsulinemic hypoglycemia, familial, 4"	609975	AR	3	HADHSC	601609	HADH
8q11.21	Immunodeficiency 54	609981	AR	3	MCM4	602638	MCM4
8p23.3	"Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant"	610003	AR	3	CLN8	607837	CLN8
10q26.13	2-methylbutyrylglycinuria	610006	AR	3	ACADSB	600301	ACADSB
1q25.3	"Glutamine deficiency, congenital"	610015	AR	3	GLUL	138290	GLUL
20q11.22	Multiple synostoses syndrome 2	610017	AD	3	GDF5	601146	GDF5
3p21.31	"Cataract 18, autosomal recessive"	610019	AR	3	FYCO1	607182	FYCO1
1p13.2	"Hyperinsulinemic hypoglycemia, familial, 7"	610021	AD	3	SLC16A1	600682	SLC16A1
12p12.3	Retinal cone dystrophy 3	610024	AD	3	PDE6H	601190	PDE6H
12p12.3	Achromatopsia 6	610024	AD	3	PDE6H	601190	PDE6H
6p25.2	"Cortical dysplasia, complex, with other brain malformations 7"	610031	AD	3	TUBB2B	612850	TUBB2B
7q35-q36	Pitt-Hopkins like syndrome 1	610042	AR	3	CNTNAP2	604569	CNTNAP2
7q35-q36	Cortical dysplasia-focal epilepsy syndrome	610042	AR	3	CNTNAP2	604569	CNTNAP2
12q21.33	"Corneal dystrophy, congenital stromal"	610048	AD	3	DCN	125255	DCN
10q23.2	"Polyposis syndrome, hereditary mixed, 2"	610069	None	3	BMPR1A	601299	BMPR1A
17q21.32	Pyridoxamine 5'-phosphate oxidase deficiency	610090	AR	3	PNPO	603287	PNPO
14q24.3	Microphthalmia with coloboma 3	610092	None	3	CHX10	142993	VSX2
14q24.3	"Microphthalmia, isolated 2"	610093	None	3	CHX10	142993	VSX2
1q23.2	"?Giant axonal neuropathy 2, autosomal dominant"	610100	AD	3	DCAF8	615820	DCAF8
5p13.1	C7 deficiency	610102	None	3	C7	217070	C7
14q22.3	"Retinal dystrophy, early-onset, with or without pituitary dysfunction"	610125	AD	3	OTX2	600037	OTX2
14q22.3	"Microphthalmia, syndromic 5"	610125	AD	3	OTX2	600037	OTX2
11p15.5	"Ceroid lipofuscinosis, neuronal, 10"	610127	AR	3	CTSD	116840	CTSD
17q23.3	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4"	610131	AD	3	POLG2	604983	POLG2
1q22	"Heart-hand syndrome, Slovenian type"	610140	AD	3	LMNA	150330	LMNA
10q26.13	"{Macular degeneration, age-related, neovascular type}"	610149	None	3	HTRA1	602194	HTRA1
10q26.13	"{Macular degeneration, age-related, 7}"	610149	None	3	HTRA1	602194	HTRA1
5q13.2	"Deafness, autosomal recessive 49"	610153	AR	3	MARVELD2	610572	MARVELD2
7p12.3	"?Deafness, autosomal recessive 44"	610154	AR	3	ADCY1	103072	ADCY1
9q34.3	"Mental retardation, truncal obesity, retinal dystrophy, and micropenis"	610156	AR	3	INPP5E	613037	INPP5E
1q24.2	?Immunodeficiency 25	610163	AR	3	CD247	186780	CD247
3p24.1	Loeys-Dietz syndrome 2	610168	AD	3	TGFBR2	190182	TGFBR2
13q14.3	Aicardi-Goutieres syndrome 2	610181	AR	3	RNASEH2B	610326	RNASEH2B
17p13.3	"Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2"	610185	AR	3	WDR81	614218	WDR81
8q23.1	Diaphragmatic hernia 3	610187	None	3	ZFPM2	603693	ZFPM2
12q21.32	Joubert syndrome 5	610188	AR	3	CEP290	610142	CEP290
12q21.32	Senior-Loken syndrome 6	610189	AR	3	CEP290	610142	CEP290
18q12.1	Arrhythmogenic right ventricular dysplasia 10	610193	AD	3	DSG2	125671	DSG2
3q26.33	"3-methylglutaconic aciduria, type V"	610198	AR	3	DNAJC19	608977	DNAJC19
9p24.2	"Diabetes mellitus, neonatal, with congenital hypothyroidism"	610199	AR	3	GLIS3	610192	GLIS3
16q23.2	"Cataract 21, multiple types"	610202	AD	3	MAF	177075	MAF
17q25.1	?Pontocerebellar hypoplasia type 5	610204	AR	3	TSEN54	608755	TSEN54
1p12	Alagille syndrome 2	610205	AD	3	NOTCH2	600275	NOTCH2
6p22.3	"?Deafness, autosomal recessive 66"	610212	AR	3	DCDC2	605755	DCDC2
22q13.1	Neurodegeneration with brain iron accumulation 2B	610217	AR	3	PLA2G6	603604	PLA2G6
2q31.2	"Deafness, autosomal recessive 59"	610220	AR	3	PJVK	610219	DFNB59
17q25.3	Seborrhea-like dermatitis with psoriasiform elements	610227	None	3	ZNF750	610226	ZNF750
10q24.2	"Spastic paraplegia 33, autosomal dominant"	610244	AD	3	ZFYVE27	610243	ZFYVE27
20p13	Spinocerebellar ataxia 23	610245	AD	3	PDYN	131340	PDYN
